id_comision,id_cli,cod_prod,fec_cobro,vr_comision,tip_comision,estado_cobro
COM-020756,106549,PROD-040,2025-10-04,39500.0,Comision Administracion,Cobrado
COM-020757,106007,PROD-001,2026-05-05,33900.0,Comision Administracion,Cobrado
COM-020758,107146,PROD-020,2026-03-17,13700.0,Comision Manejo Cuenta,Cobrado
COM-020759,102724,PROD-002,2025-11-27,34900.0,Comision Administracion,Cobrado
COM-020760,102934,PROD-033,2026-08-19,700.0,Comision Consulta Saldo,Cobrado
COM-020761,107625,PROD-040,2025-09-03,19500.0,Comision Manejo Cuenta,Cobrado
COM-020762,102957,PROD-038,2026-02-05,1900.0,Comision Consulta Saldo,Cobrado
COM-020763,109757,PROD-049,2026-07-26,37800.0,Comision Administracion,Cobrado
COM-020764,104954,PROD-044,2025-09-15,12700.0,Comision Manejo Cuenta,Cobrado
COM-020765,102370,PROD-022,2025-09-27,4900.0,Comision Transferencia,Pendiente
COM-020766,104424,PROD-014,2025-11-01,2000.0,Comision Retiro Cajero,Cobrado
COM-020767,107222,PROD-041,2025-12-31,17600.0,Comision Manejo Cuenta,Cobrado
COM-020768,107468,PROD-008,2026-07-01,16900.0,Comision Administracion,Cobrado
COM-020769,100329,PROD-010,2026-08-05,25600.0,Comision Administracion,Cobrado
COM-020770,107403,PROD-043,2026-01-06,35800.0,Comision Administracion,Pendiente
COM-020771,105575,PROD-032,2026-01-03,13800.0,Comision Manejo Cuenta,Cobrado
COM-020772,105316,PROD-039,2026-01-02,12100.0,Comision Manejo Cuenta,Cobrado
COM-020773,107635,PROD-013,2025-11-02,32800.0,Comision Administracion,Pendiente
COM-020774,107762,PROD-034,2026-05-06,4000.0,Comision Retiro Cajero,Cobrado
COM-020775,102214,PROD-033,2025-10-29,13900.0,Comision Manejo Cuenta,Pendiente
COM-020776,104236,PROD-022,2025-09-01,15600.0,Comision Manejo Cuenta,Cobrado
COM-020777,107420,PROD-016,2026-01-25,4300.0,Comision Transferencia,Cobrado
COM-020778,104922,PROD-042,2026-08-26,12600.0,Comision Manejo Cuenta,Cobrado
COM-020779,104716,PROD-029,2026-02-28,1600.0,Comision Consulta Saldo,Cobrado
COM-020780,100720,PROD-006,2026-03-21,18800.0,Comision Administracion,Cobrado
COM-020781,105084,PROD-028,2025-11-16,44800.0,Comision Administracion,Cobrado
COM-020782,103822,PROD-040,2026-06-11,1800.0,Comision Consulta Saldo,Cobrado
COM-020783,103223,PROD-013,2026-03-01,27200.0,Comision Administracion,Cobrado
COM-020784,108754,PROD-037,2026-07-04,18200.0,Comision Manejo Cuenta,Pendiente
COM-020785,102937,PROD-037,2026-05-04,11200.0,Comision Transferencia,Cobrado
COM-020786,106343,PROD-026,2025-10-05,11100.0,Comision Transferencia,Cobrado
COM-020787,102324,PROD-003,2026-02-02,32700.0,Comision Administracion,Cobrado
COM-020788,106895,PROD-025,2026-08-02,3800.0,Comision Retiro Cajero,Cobrado
COM-020789,103745,PROD-046,2025-11-24,40900.0,Comision Administracion,Cobrado
COM-020790,105257,PROD-049,2026-04-01,10100.0,Comision Manejo Cuenta,Rechazado
COM-020791,103268,PROD-032,2025-11-10,38900.0,Comision Administracion,Rechazado
COM-020792,105298,PROD-031,2025-11-26,11900.0,Comision Manejo Cuenta,Pendiente
COM-020793,109187,PROD-009,2026-04-09,9200.0,Comision Transferencia,Cobrado
COM-020794,109819,PROD-013,2026-04-25,8500.0,Comision Manejo Cuenta,Cobrado
COM-020795,103871,PROD-038,2026-07-13,9600.0,Comision Transferencia,Cobrado
COM-020796,102046,PROD-046,2026-06-28,16900.0,Comision Administracion,Cobrado
COM-020797,109475,PROD-021,2025-11-01,12600.0,Comision Manejo Cuenta,Cobrado
COM-020798,102736,PROD-029,2026-07-05,14600.0,Comision Manejo Cuenta,Cobrado
COM-020799,107068,PROD-001,2026-05-18,41500.0,Comision Administracion,Cobrado
COM-020800,102349,PROD-047,2026-01-07,2200.0,Comision Consulta Saldo,Pendiente
COM-020801,101529,PROD-022,2025-10-15,11100.0,Comision Transferencia,Pendiente
COM-020802,105603,PROD-025,2025-09-26,16100.0,Comision Manejo Cuenta,Cobrado
COM-020803,105268,PROD-036,2026-08-11,11700.0,Comision Transferencia,Cobrado
COM-020804,104919,PROD-021,2026-07-20,2400.0,Comision Retiro Cajero,Cobrado
COM-020805,106672,PROD-028,2026-07-05,1100.0,Comision Consulta Saldo,Rechazado
COM-020806,105157,PROD-042,2026-05-19,17100.0,Comision Administracion,Cobrado
COM-020807,104053,PROD-002,2026-07-05,3100.0,Comision Retiro Cajero,Pendiente
COM-020808,106413,PROD-040,2026-02-20,3700.0,Comision Retiro Cajero,Cobrado
COM-020809,103161,PROD-014,2026-05-27,10300.0,Comision Transferencia,Cobrado
COM-020810,107223,PROD-024,2025-10-02,4500.0,Comision Transferencia,Cobrado
COM-020811,108506,PROD-008,2026-07-14,11500.0,Comision Manejo Cuenta,Cobrado
COM-020812,109275,PROD-019,2026-01-05,20200.0,Comision Administracion,Pendiente
COM-020813,106267,PROD-022,2026-06-05,11300.0,Comision Transferencia,Cobrado
COM-020814,102144,PROD-039,2026-01-02,22000.0,Comision Administracion,Cobrado
COM-020815,109049,PROD-017,2026-05-21,5500.0,Comision Retiro Cajero,Cobrado
COM-020816,105313,PROD-025,2026-06-04,600.0,Comision Consulta Saldo,Cobrado
COM-020817,107215,PROD-005,2026-02-21,9500.0,Comision Transferencia,Cobrado
COM-020818,101758,PROD-001,2026-05-09,20700.0,Comision Administracion,Pendiente
COM-020819,106749,PROD-023,2025-09-28,16800.0,Comision Administracion,Cobrado
COM-020820,106783,PROD-020,2026-01-04,900.0,Comision Consulta Saldo,Cobrado
COM-020821,108617,PROD-006,2026-02-05,9000.0,Comision Transferencia,Cobrado
COM-020822,102613,PROD-043,2026-01-07,5300.0,Comision Retiro Cajero,Cobrado
COM-020823,106244,PROD-015,2026-01-02,13900.0,Comision Manejo Cuenta,Cobrado
COM-020824,105939,PROD-029,2025-10-20,5000.0,Comision Retiro Cajero,Cobrado
COM-020825,109743,PROD-004,2025-12-19,9300.0,Comision Manejo Cuenta,Cobrado
COM-020826,107118,PROD-034,2026-02-05,33900.0,Comision Administracion,Cobrado
COM-020827,106097,PROD-040,2026-08-28,31600.0,Comision Administracion,Cobrado
COM-020828,101406,PROD-031,2026-06-13,6200.0,Comision Retiro Cajero,Cobrado
COM-020829,109785,PROD-018,2026-06-03,13400.0,Comision Manejo Cuenta,Cobrado
COM-020830,108603,PROD-018,2025-12-16,6400.0,Comision Retiro Cajero,Cobrado
COM-020831,103947,PROD-032,2026-07-03,40000.0,Comision Administracion,Cobrado
COM-020832,108684,PROD-016,2025-09-26,3800.0,Comision Transferencia,Cobrado
COM-020833,109217,PROD-002,2026-08-05,800.0,Comision Consulta Saldo,Cobrado
COM-020834,103304,PROD-031,2026-04-19,15600.0,Comision Administracion,Cobrado
COM-020835,108736,PROD-034,2026-01-06,4800.0,Comision Retiro Cajero,Cobrado
COM-020836,109840,PROD-016,2026-02-11,13300.0,Comision Manejo Cuenta,Cobrado
COM-020837,106944,PROD-017,2026-08-02,2200.0,Comision Retiro Cajero,Cobrado
COM-020838,101103,PROD-015,2026-04-03,38000.0,Comision Administracion,Rechazado
COM-020839,101790,PROD-002,2026-07-02,9800.0,Comision Transferencia,Cobrado
COM-020840,104037,PROD-026,2026-03-29,4700.0,Comision Retiro Cajero,Cobrado
COM-020841,101528,PROD-004,2026-03-24,1700.0,Comision Consulta Saldo,Cobrado
COM-020842,105993,PROD-032,2025-11-19,1800.0,Comision Consulta Saldo,Cobrado
COM-020843,103310,PROD-027,2026-04-28,9300.0,Comision Manejo Cuenta,Cobrado
COM-020844,102843,PROD-037,2026-01-05,11000.0,Comision Manejo Cuenta,Cobrado
COM-020845,108017,PROD-024,2025-11-05,44000.0,Comision Administracion,Cobrado
COM-020846,109232,PROD-015,2026-05-29,22700.0,Comision Administracion,Cobrado
COM-020847,109732,PROD-023,2026-03-17,9600.0,Comision Transferencia,Cobrado
COM-020848,101172,PROD-041,2026-04-12,9200.0,Comision Manejo Cuenta,Cobrado
COM-020849,101423,PROD-034,2026-04-18,18600.0,Comision Manejo Cuenta,Pendiente
COM-020850,102912,PROD-021,2025-09-20,15400.0,Comision Manejo Cuenta,Cobrado
COM-020851,107016,PROD-017,2025-09-11,5200.0,Comision Retiro Cajero,Cobrado
COM-020852,104831,PROD-017,2025-09-16,2200.0,Comision Consulta Saldo,Cobrado
COM-020853,101665,PROD-036,2026-05-15,1000.0,Comision Consulta Saldo,Cobrado
COM-020854,107266,PROD-008,2025-12-10,9400.0,Comision Manejo Cuenta,Cobrado
COM-020855,108774,PROD-032,2025-12-01,12000.0,Comision Transferencia,Cobrado
COM-020856,108507,PROD-020,2026-05-03,34200.0,Comision Administracion,Rechazado
COM-020857,101874,PROD-014,2025-11-14,17000.0,Comision Manejo Cuenta,Cobrado
COM-020858,107866,PROD-044,2026-06-05,8200.0,Comision Manejo Cuenta,Pendiente
COM-020859,106891,PROD-037,2026-08-04,4400.0,Comision Retiro Cajero,Cobrado
COM-020860,105244,PROD-032,2026-07-23,37100.0,Comision Administracion,Cobrado
COM-020861,101540,PROD-005,2025-09-22,23900.0,Comision Administracion,Cobrado
COM-020862,107537,PROD-003,2026-02-10,2100.0,Comision Consulta Saldo,Cobrado
COM-020863,105983,PROD-003,2026-02-22,41000.0,Comision Administracion,Cobrado
COM-020864,101193,PROD-005,2025-12-02,17900.0,Comision Administracion,Cobrado
COM-020865,105311,PROD-006,2026-03-01,5800.0,Comision Retiro Cajero,Cobrado
COM-020866,109107,PROD-009,2026-04-09,11000.0,Comision Manejo Cuenta,Cobrado
COM-020867,104925,PROD-002,2026-05-29,9500.0,Comision Transferencia,Cobrado
COM-020868,104820,PROD-010,2026-04-11,1000.0,Comision Consulta Saldo,Cobrado
COM-020869,102337,PROD-020,2025-10-02,5900.0,Comision Retiro Cajero,Cobrado
COM-020870,108770,PROD-019,2026-04-14,8200.0,Comision Transferencia,Cobrado
COM-020871,106016,PROD-017,2026-01-19,9100.0,Comision Manejo Cuenta,Pendiente
COM-020872,108179,PROD-047,2026-08-03,13400.0,Comision Manejo Cuenta,Cobrado
COM-020873,104738,PROD-008,2026-01-22,28000.0,Comision Administracion,Cobrado
COM-020874,109077,PROD-007,2026-07-08,7000.0,Comision Retiro Cajero,Cobrado
COM-020875,104415,PROD-008,2026-05-09,9700.0,Comision Transferencia,Cobrado
COM-020876,104166,PROD-001,2026-01-05,4800.0,Comision Retiro Cajero,Pendiente
COM-020877,107996,PROD-036,2026-04-29,6600.0,Comision Retiro Cajero,Pendiente
COM-020878,100197,PROD-033,2025-10-01,11700.0,Comision Manejo Cuenta,Cobrado
COM-020879,100952,PROD-046,2026-07-11,2600.0,Comision Retiro Cajero,Cobrado
COM-020880,101400,PROD-049,2025-11-23,5600.0,Comision Retiro Cajero,Cobrado
COM-020881,103377,PROD-036,2026-01-04,10400.0,Comision Manejo Cuenta,Cobrado
COM-020882,100711,PROD-046,2025-11-22,14500.0,Comision Manejo Cuenta,Cobrado
COM-020883,102681,PROD-012,2026-08-13,26100.0,Comision Administracion,Pendiente
COM-020884,108695,PROD-024,2026-05-30,4500.0,Comision Retiro Cajero,Cobrado
COM-020885,108213,PROD-010,2026-04-22,8400.0,Comision Manejo Cuenta,Rechazado
COM-020886,109441,PROD-038,2025-09-27,37400.0,Comision Administracion,Cobrado
COM-020887,109540,PROD-037,2025-12-16,8100.0,Comision Manejo Cuenta,Cobrado
COM-020888,102372,PROD-013,2026-07-29,15900.0,Comision Administracion,Pendiente
COM-020889,106497,PROD-028,2025-11-30,41500.0,Comision Administracion,Pendiente
COM-020890,109757,PROD-010,2026-03-13,2200.0,Comision Retiro Cajero,Pendiente
COM-020891,103824,PROD-032,2026-03-23,1600.0,Comision Consulta Saldo,Cobrado
COM-020892,100168,PROD-027,2025-09-14,6300.0,Comision Retiro Cajero,Cobrado
COM-020893,103921,PROD-009,2025-09-13,5400.0,Comision Transferencia,Cobrado
COM-020894,102029,PROD-019,2026-03-05,27200.0,Comision Administracion,Cobrado
COM-020895,100970,PROD-049,2026-04-04,8900.0,Comision Transferencia,Cobrado
COM-020896,106979,PROD-049,2026-01-04,7700.0,Comision Retiro Cajero,Cobrado
COM-020897,100196,PROD-039,2026-07-25,11200.0,Comision Transferencia,Cobrado
COM-020898,100064,PROD-026,2026-05-27,18100.0,Comision Administracion,Cobrado
COM-020899,106479,PROD-009,2026-08-13,4700.0,Comision Transferencia,Rechazado
COM-020900,106513,PROD-005,2026-05-19,33400.0,Comision Administracion,Rechazado
COM-020901,101281,PROD-043,2026-07-10,8300.0,Comision Manejo Cuenta,Cobrado
COM-020902,109424,PROD-011,2025-10-10,14900.0,Comision Manejo Cuenta,Cobrado
COM-020903,102851,PROD-044,2026-05-01,42700.0,Comision Administracion,Pendiente
COM-020904,107238,PROD-012,2026-04-06,4400.0,Comision Transferencia,Cobrado
COM-020905,109715,PROD-004,2025-12-11,23100.0,Comision Administracion,Cobrado
COM-020906,103953,PROD-046,2026-07-02,25400.0,Comision Administracion,Pendiente
COM-020907,106597,PROD-008,2026-05-13,18000.0,Comision Manejo Cuenta,Cobrado
COM-020908,109734,PROD-026,2025-12-12,18400.0,Comision Manejo Cuenta,Cobrado
COM-020909,109008,PROD-035,2026-02-15,2600.0,Comision Retiro Cajero,Cobrado
COM-020910,100914,PROD-049,2026-05-31,4600.0,Comision Transferencia,Pendiente
COM-020911,100302,PROD-036,2026-07-06,600.0,Comision Consulta Saldo,Cobrado
COM-020912,103551,PROD-031,2026-01-17,9300.0,Comision Manejo Cuenta,Pendiente
COM-020913,100027,PROD-017,2026-02-07,1300.0,Comision Consulta Saldo,Rechazado
COM-020914,109544,PROD-007,2026-07-01,6900.0,Comision Retiro Cajero,Rechazado
COM-020915,102855,PROD-003,2025-11-13,6800.0,Comision Retiro Cajero,Rechazado
COM-020916,106074,PROD-044,2026-02-04,30500.0,Comision Administracion,Cobrado
COM-020917,100865,PROD-048,2025-12-07,15400.0,Comision Manejo Cuenta,Pendiente
COM-020918,105181,PROD-012,2026-04-17,2600.0,Comision Retiro Cajero,Cobrado
COM-020919,108657,PROD-032,2026-06-05,7000.0,Comision Retiro Cajero,Cobrado
COM-020920,109218,PROD-011,2025-11-26,5200.0,Comision Transferencia,Pendiente
COM-020921,105573,PROD-041,2026-03-03,5800.0,Comision Retiro Cajero,Cobrado
COM-020922,102449,PROD-025,2025-09-08,29800.0,Comision Administracion,Cobrado
COM-020923,106131,PROD-044,2026-04-22,8800.0,Comision Manejo Cuenta,Cobrado
COM-020924,104675,PROD-015,2025-11-27,1000.0,Comision Consulta Saldo,Cobrado
COM-020925,106049,PROD-049,2026-04-28,14600.0,Comision Manejo Cuenta,Cobrado
COM-020926,104244,PROD-012,2026-08-04,600.0,Comision Consulta Saldo,Cobrado
COM-020927,105145,PROD-016,2025-12-04,8600.0,Comision Manejo Cuenta,Cobrado
COM-020928,103326,PROD-009,2026-05-01,5300.0,Comision Retiro Cajero,Pendiente
COM-020929,101856,PROD-048,2026-06-04,15500.0,Comision Manejo Cuenta,Cobrado
COM-020930,104797,PROD-010,2026-03-03,4600.0,Comision Retiro Cajero,Cobrado
COM-020931,102473,PROD-037,2026-04-06,11600.0,Comision Manejo Cuenta,Cobrado
COM-020932,102282,PROD-014,2026-05-06,6500.0,Comision Transferencia,Cobrado
COM-020933,100471,PROD-037,2026-06-05,7600.0,Comision Retiro Cajero,Pendiente
COM-020934,104776,PROD-021,2026-05-28,3000.0,Comision Retiro Cajero,Cobrado
COM-020935,108609,PROD-039,2026-04-19,14300.0,Comision Manejo Cuenta,Cobrado
COM-020936,103874,PROD-011,2025-12-25,29300.0,Comision Administracion,Pendiente
COM-020937,103553,PROD-046,2026-06-02,5500.0,Comision Transferencia,Pendiente
COM-020938,104294,PROD-012,2025-11-01,4200.0,Comision Transferencia,Rechazado
COM-020939,107567,PROD-044,2026-05-10,14000.0,Comision Manejo Cuenta,Cobrado
COM-020940,106114,PROD-050,2026-04-15,6900.0,Comision Retiro Cajero,Cobrado
COM-020941,103296,PROD-017,2025-12-16,2000.0,Comision Consulta Saldo,Cobrado
COM-020942,106368,PROD-044,2026-04-04,29000.0,Comision Administracion,Cobrado
COM-020943,109020,PROD-015,2026-04-05,2000.0,Comision Consulta Saldo,Pendiente
COM-020944,108357,PROD-050,2025-12-01,2300.0,Comision Consulta Saldo,Cobrado
COM-020945,103424,PROD-045,2025-09-29,18600.0,Comision Manejo Cuenta,Cobrado
COM-020946,104254,PROD-045,2025-09-06,26200.0,Comision Administracion,Cobrado
COM-020947,107916,PROD-018,2025-09-24,800.0,Comision Consulta Saldo,Cobrado
COM-020948,106960,PROD-023,2026-02-06,10600.0,Comision Manejo Cuenta,Pendiente
COM-020949,102972,PROD-037,2025-10-31,17600.0,Comision Manejo Cuenta,Pendiente
COM-020950,100278,PROD-032,2026-01-22,2200.0,Comision Consulta Saldo,Pendiente
COM-020951,108860,PROD-041,2026-05-14,27700.0,Comision Administracion,Cobrado
COM-020952,104254,PROD-006,2026-08-22,500.0,Comision Consulta Saldo,Cobrado
COM-020953,104464,PROD-011,2025-12-16,23800.0,Comision Administracion,Cobrado
COM-020954,102737,PROD-002,2025-11-22,42100.0,Comision Administracion,Cobrado
COM-020955,104762,PROD-042,2026-02-20,5700.0,Comision Retiro Cajero,Cobrado
COM-020956,109970,PROD-003,2025-11-05,4400.0,Comision Retiro Cajero,Cobrado
COM-020957,109153,PROD-037,2026-05-29,2000.0,Comision Consulta Saldo,Cobrado
COM-020958,109166,PROD-016,2026-01-04,7100.0,Comision Retiro Cajero,Pendiente
COM-020959,106976,PROD-006,2025-09-03,2500.0,Comision Retiro Cajero,Cobrado
COM-020960,107167,PROD-018,2026-03-03,6800.0,Comision Retiro Cajero,Cobrado
COM-020961,101063,PROD-030,2026-07-18,1900.0,Comision Consulta Saldo,Cobrado
COM-020962,101924,PROD-035,2026-08-12,16100.0,Comision Administracion,Cobrado
COM-020963,101845,PROD-033,2025-09-27,21600.0,Comision Administracion,Cobrado
COM-020964,109143,PROD-002,2025-09-01,2100.0,Comision Retiro Cajero,Pendiente
COM-020965,101304,PROD-050,2025-10-05,7800.0,Comision Retiro Cajero,Cobrado
COM-020966,105637,PROD-049,2026-06-24,7200.0,Comision Transferencia,Cobrado
COM-020967,104009,PROD-014,2026-02-04,3200.0,Comision Retiro Cajero,Cobrado
COM-020968,108759,PROD-035,2026-08-02,1700.0,Comision Consulta Saldo,Cobrado
COM-020969,105173,PROD-002,2025-11-15,500.0,Comision Consulta Saldo,Cobrado
COM-020970,106837,PROD-022,2026-05-31,15400.0,Comision Administracion,Cobrado
COM-020971,108511,PROD-039,2026-04-05,5100.0,Comision Retiro Cajero,Pendiente
COM-020972,105317,PROD-047,2025-09-07,19000.0,Comision Administracion,Cobrado
COM-020973,105274,PROD-047,2025-09-02,9400.0,Comision Manejo Cuenta,Cobrado
COM-020974,103797,PROD-004,2026-04-14,19900.0,Comision Manejo Cuenta,Cobrado
COM-020975,107744,PROD-009,2026-01-04,7000.0,Comision Transferencia,Cobrado
COM-020976,106198,PROD-013,2026-06-04,21100.0,Comision Administracion,Pendiente
COM-020977,103093,PROD-035,2026-06-22,22400.0,Comision Administracion,Cobrado
COM-020978,102990,PROD-007,2026-04-30,4100.0,Comision Retiro Cajero,Pendiente
COM-020979,101271,PROD-017,2025-12-01,4000.0,Comision Transferencia,Cobrado
COM-020980,101621,PROD-037,2026-05-01,39300.0,Comision Administracion,Pendiente
COM-020981,109736,PROD-015,2026-05-07,3600.0,Comision Retiro Cajero,Cobrado
COM-020982,102584,PROD-007,2026-07-22,8400.0,Comision Manejo Cuenta,Cobrado
COM-020983,100830,PROD-008,2026-02-06,32600.0,Comision Administracion,Cobrado
COM-020984,102518,PROD-007,2026-01-08,11500.0,Comision Manejo Cuenta,Rechazado
COM-020985,105113,PROD-001,2026-07-06,17600.0,Comision Manejo Cuenta,Cobrado
COM-020986,105512,PROD-016,2025-09-03,2600.0,Comision Retiro Cajero,Cobrado
COM-020987,102772,PROD-044,2025-11-26,2000.0,Comision Consulta Saldo,Cobrado
COM-020988,109716,PROD-043,2026-08-20,17100.0,Comision Manejo Cuenta,Cobrado
COM-020989,101003,PROD-018,2026-05-20,7900.0,Comision Retiro Cajero,Cobrado
COM-020990,103600,PROD-035,2025-11-02,27400.0,Comision Administracion,Cobrado
COM-020991,102821,PROD-001,2026-01-02,9300.0,Comision Manejo Cuenta,Pendiente
COM-020992,101851,PROD-005,2026-04-17,5400.0,Comision Retiro Cajero,Cobrado
COM-020993,105141,PROD-033,2026-06-13,31800.0,Comision Administracion,Cobrado
COM-020994,108453,PROD-010,2026-08-12,4200.0,Comision Retiro Cajero,Cobrado
COM-020995,105193,PROD-034,2026-05-10,3800.0,Comision Retiro Cajero,Cobrado
COM-020996,101135,PROD-001,2025-12-17,13700.0,Comision Manejo Cuenta,Cobrado
COM-020997,107962,PROD-018,2026-07-04,18700.0,Comision Manejo Cuenta,Cobrado
COM-020998,109945,PROD-033,2026-03-20,4500.0,Comision Transferencia,Cobrado
COM-020999,104482,PROD-034,2025-09-04,4000.0,Comision Retiro Cajero,Cobrado
COM-021000,108622,PROD-044,2026-06-04,2300.0,Comision Consulta Saldo,Cobrado
COM-021001,107054,PROD-011,2025-09-02,7900.0,Comision Transferencia,Cobrado
COM-021002,105511,PROD-038,2026-03-03,2000.0,Comision Consulta Saldo,Cobrado
COM-021003,104902,PROD-041,2025-11-26,7500.0,Comision Transferencia,Cobrado
COM-021004,107251,PROD-001,2026-05-04,1000.0,Comision Consulta Saldo,Cobrado
COM-021005,100634,PROD-035,2026-04-06,7200.0,Comision Retiro Cajero,Cobrado
COM-021006,108396,PROD-002,2026-04-30,4000.0,Comision Transferencia,Cobrado
COM-021007,100941,PROD-008,2026-07-03,16500.0,Comision Administracion,Cobrado
COM-021008,105362,PROD-032,2026-03-02,17000.0,Comision Administracion,Cobrado
COM-021009,109928,PROD-034,2026-08-26,39100.0,Comision Administracion,Cobrado
COM-021010,102792,PROD-011,2026-08-12,7500.0,Comision Retiro Cajero,Cobrado
COM-021011,102357,PROD-020,2026-06-10,9100.0,Comision Transferencia,Cobrado
COM-021012,106683,PROD-033,2026-08-03,12200.0,Comision Manejo Cuenta,Cobrado
COM-021013,107915,PROD-017,2026-08-26,3900.0,Comision Retiro Cajero,Cobrado
COM-021014,102726,PROD-041,2025-10-02,8300.0,Comision Manejo Cuenta,Pendiente
COM-021015,104976,PROD-047,2026-03-18,18900.0,Comision Manejo Cuenta,Cobrado
COM-021016,102562,PROD-001,2026-08-02,6100.0,Comision Retiro Cajero,Cobrado
COM-021017,101936,PROD-014,2026-07-21,9700.0,Comision Transferencia,Pendiente
COM-021018,108445,PROD-002,2025-10-19,11800.0,Comision Transferencia,Cobrado
COM-021019,103512,PROD-021,2025-09-02,19100.0,Comision Manejo Cuenta,Cobrado
COM-021020,106188,PROD-001,2025-11-02,30700.0,Comision Administracion,Cobrado
COM-021021,107871,PROD-026,2025-12-15,8300.0,Comision Manejo Cuenta,Cobrado
COM-021022,102544,PROD-038,2026-02-09,3800.0,Comision Transferencia,Cobrado
COM-021023,107392,PROD-033,2025-12-13,11900.0,Comision Manejo Cuenta,Pendiente
COM-021024,109785,PROD-049,2025-10-23,4100.0,Comision Retiro Cajero,Cobrado
COM-021025,108952,PROD-001,2025-11-09,6000.0,Comision Retiro Cajero,Cobrado
COM-021026,105267,PROD-050,2026-01-07,32400.0,Comision Administracion,Cobrado
COM-021027,108537,PROD-035,2026-08-11,3100.0,Comision Retiro Cajero,Cobrado
COM-021028,105903,PROD-041,2025-09-26,24800.0,Comision Administracion,Cobrado
COM-021029,102991,PROD-014,2025-10-04,3400.0,Comision Transferencia,Pendiente
COM-021030,108221,PROD-007,2025-12-02,30900.0,Comision Administracion,Cobrado
COM-021031,109870,PROD-001,2025-12-04,7100.0,Comision Transferencia,Cobrado
COM-021032,105291,PROD-038,2026-08-24,27300.0,Comision Administracion,Cobrado
COM-021033,100097,PROD-047,2026-04-03,16900.0,Comision Manejo Cuenta,Pendiente
COM-021034,108930,PROD-018,2026-05-29,8200.0,Comision Manejo Cuenta,Pendiente
COM-021035,109410,PROD-019,2026-05-01,19400.0,Comision Manejo Cuenta,Cobrado
COM-021036,104822,PROD-011,2026-08-04,18000.0,Comision Administracion,Cobrado
COM-021037,100131,PROD-039,2026-08-01,9900.0,Comision Transferencia,Cobrado
COM-021038,104846,PROD-021,2026-02-01,4000.0,Comision Transferencia,Cobrado
COM-021039,102246,PROD-035,2026-01-16,34500.0,Comision Administracion,Cobrado
COM-021040,107139,PROD-041,2026-05-10,19300.0,Comision Administracion,Cobrado
COM-021041,107701,PROD-041,2026-05-26,9100.0,Comision Manejo Cuenta,Pendiente
COM-021042,101736,PROD-024,2025-12-05,15000.0,Comision Manejo Cuenta,Rechazado
COM-021043,101238,PROD-008,2026-08-02,8200.0,Comision Transferencia,Cobrado
COM-021044,108404,PROD-026,2025-09-02,21200.0,Comision Administracion,Cobrado
COM-021045,106177,PROD-045,2026-07-04,12400.0,Comision Manejo Cuenta,Cobrado
COM-021046,100035,PROD-031,2025-09-15,11800.0,Comision Manejo Cuenta,Cobrado
COM-021047,109831,PROD-030,2026-04-05,18500.0,Comision Manejo Cuenta,Cobrado
COM-021048,104990,PROD-009,2025-11-14,30400.0,Comision Administracion,Cobrado
COM-021049,102710,PROD-002,2026-04-05,44500.0,Comision Administracion,Cobrado
COM-021050,107750,PROD-031,2026-04-02,11600.0,Comision Transferencia,Cobrado
COM-021051,109982,PROD-032,2026-08-12,17700.0,Comision Manejo Cuenta,Cobrado
COM-021052,107480,PROD-049,2026-01-08,5100.0,Comision Retiro Cajero,Cobrado
COM-021053,101088,PROD-022,2026-03-12,1800.0,Comision Consulta Saldo,Pendiente
COM-021054,103229,PROD-047,2025-12-12,11200.0,Comision Manejo Cuenta,Cobrado
COM-021055,102520,PROD-015,2026-08-26,8200.0,Comision Transferencia,Cobrado
COM-021056,104027,PROD-026,2026-02-12,7400.0,Comision Retiro Cajero,Cobrado
COM-021057,107688,PROD-041,2025-11-15,5600.0,Comision Transferencia,Cobrado
COM-021058,107664,PROD-016,2026-02-04,3800.0,Comision Retiro Cajero,Cobrado
COM-021059,104830,PROD-046,2026-05-13,4200.0,Comision Transferencia,Cobrado
COM-021060,104209,PROD-022,2025-09-03,3700.0,Comision Retiro Cajero,Cobrado
COM-021061,105305,PROD-038,2026-06-25,38100.0,Comision Administracion,Cobrado
COM-021062,108758,PROD-014,2026-07-12,17600.0,Comision Manejo Cuenta,Cobrado
COM-021063,107652,PROD-015,2025-11-24,7400.0,Comision Retiro Cajero,Cobrado
COM-021064,107678,PROD-008,2026-01-03,34300.0,Comision Administracion,Cobrado
COM-021065,101697,PROD-044,2026-04-24,15000.0,Comision Manejo Cuenta,Cobrado
COM-021066,101259,PROD-015,2025-12-04,4000.0,Comision Transferencia,Cobrado
COM-021067,106201,PROD-004,2026-02-13,7800.0,Comision Retiro Cajero,Cobrado
COM-021068,100907,PROD-023,2026-06-15,4100.0,Comision Retiro Cajero,Cobrado
COM-021069,104758,PROD-011,2026-04-01,19100.0,Comision Manejo Cuenta,Cobrado
COM-021070,102257,PROD-022,2026-02-26,8100.0,Comision Transferencia,Cobrado
COM-021071,104016,PROD-041,2026-01-07,21600.0,Comision Administracion,Cobrado
COM-021072,108435,PROD-012,2026-05-29,16800.0,Comision Manejo Cuenta,Cobrado
COM-021073,102556,PROD-026,2026-03-03,18400.0,Comision Administracion,Pendiente
COM-021074,108934,PROD-033,2026-02-04,10300.0,Comision Transferencia,Pendiente
